,label,youtube_id,time_start,time_end,split,downloaded
150741,cutting pineapple,gK2_FFxRtW8,18,28,train,False
201262,cutting pineapple,vPKexxZpLmU,64,74,train,False
44504,cutting pineapple,CLqpFPtuW_Q,5,15,train,False
213519,cutting pineapple,z5_nHelWChY,2,12,train,False
86370,cutting pineapple,OUrRhj03jLE,15,25,train,False
164489,cutting pineapple,kQF6yNpJTQU,12,22,train,False
104785,cutting pineapple,TmbZbeKSgNs,56,66,train,False
161392,cutting pineapple,jVuA5CU7qp0,2,12,train,False
190572,cutting pineapple,sATnwSCvMZY,73,83,train,False
207287,cutting pineapple,xA2E0uzL4ho,166,176,train,False
83429,cutting pineapple,NfN6HKXbpvE,0,10,train,False
89506,cutting pineapple,PLid0noY32Q,14,24,train,False
2962,cutting pineapple,-zf9RikeKy4,29,39,train,False
40562,cutting pineapple,BE6zhDnzvPU,174,184,train,False
41416,cutting pineapple,BTwixhEUMuI,12,22,train,False
42298,cutting pineapple,BiWPC0VGC9g,3,13,train,False
139159,cutting pineapple,ctTw6I-3Wgo,116,126,train,False
109711,cutting pineapple,VDgPD7h9oQw,22,32,train,False
78494,cutting pineapple,MCEvXTHyUnA,9,19,train,False
176087,cutting pineapple,nt0W2al_QEQ,41,51,train,False
123978,cutting pineapple,ZQXTNARIuzQ,27,37,train,False
198918,cutting pineapple,ugA7yhaDG14,85,95,train,False
116949,cutting pineapple,XNEQVws5kDM,24,34,train,False
78063,cutting pineapple,M6-Vmw8WyT4,5,15,train,False
195824,cutting pineapple,tj05lSYQxFo,28,38,train,False
143124,cutting pineapple,e5Qx4QDCGSw,12,22,train,False
18828,cutting pineapple,4pUq0BZ8gdc,2,12,train,False
34859,cutting pineapple,9cFYztpOg2Q,46,56,train,False
216270,cutting pineapple,zvSY9DFYILo,16,26,train,False
80688,cutting pineapple,MqSSZfqeFaM,98,108,train,False
135968,cutting pineapple,bwXDi7Y7ZmQ,6,16,train,False
117255,cutting pineapple,XTXt_jpBd_Y,426,436,train,False
185564,golf chipping,qhWeAbbzMKs,185,195,train,False
124070,golf chipping,ZRn4YjM933U,176,186,train,False
749,golf chipping,-InKRIGbKoY,17,27,train,False
116568,golf chipping,XF_frSfzoCg,76,86,train,False
131979,golf chipping,almw8ky1F5E,156,166,train,False
214080,golf chipping,zGUQkZuzPjU,3,13,train,False
193076,golf chipping,sv3Xn1EiefE,33,43,train,False
52809,golf chipping,EkC7kooIRS0,65,75,train,False
54350,golf chipping,FCdnf69Rezw,26,36,train,False
116910,golf chipping,XMPCFer81KQ,83,93,train,False
166812,golf chipping,l6nSWVlXiyk,2,12,train,False
91504,golf chipping,PvLxSlL-RhQ,112,122,train,False
139387,golf chipping,cy1FZWsqb6o,89,99,train,False
187366,golf chipping,rEQ3C71Jh6I,212,222,train,False
78692,golf chipping,MFqUYJ-fA0A,2,12,train,False
216035,golf chipping,zr4bo_BGKGI,52,62,train,False
92290,golf chipping,Q9EoxQLO-qo,283,293,train,False
179330,golf chipping,op-2yilUkq4,86,96,train,False
89212,golf chipping,PGrzDTafhZc,9,19,train,False
39430,golf chipping,AuYSo8IJ4A4,29,39,train,False
142553,golf chipping,dw7zwFf9kO0,57,67,train,False
163498,golf chipping,k7Zy_JOeCpc,81,91,train,False
148832,golf chipping,flsZjV24MIs,5,15,train,False
42620,golf chipping,BnfIDvScnbM,0,10,train,False
34064,golf chipping,9NsB0y3BZPA,13,23,train,False
65600,golf chipping,IQCJ3ilWw3Q,45,55,train,False
94980,golf chipping,QuOnLhu-xBk,26,36,train,False
47966,golf chipping,DPEzB0Wq-90,27,37,train,False
27908,golf chipping,7_CPAbVg8f8,53,63,train,False
147636,golf chipping,fPusERbGQt0,1,11,train,False
126071,golf chipping,_0kQTMxlT7A,5,15,train,False
206191,golf chipping,wsqayD3oqYo,30,40,train,False
86139,golf chipping,OQ30DT0gPwg,216,226,train,False
209022,golf chipping,xikCfjCiFDc,6,16,train,False
29007,golf chipping,7tsqO9Eh2Ak,371,381,train,False
206488,golf chipping,wxL0LwayT40,0,10,train,False
150035,golf chipping,g6oUZTca96U,12,22,train,False
57710,golf chipping,GB6c13FswuA,39,49,train,False
186549,golf chipping,r-lGx4v6hxc,255,265,train,False
77205,golf chipping,Lq3Z3Jokazc,56,66,train,False
133205,golf chipping,b8av76HtgfQ,73,83,train,False
206272,golf chipping,wuSDJN6L064,7,17,train,False
79353,golf chipping,MR_EU3shjMs,351,361,train,False
143637,golf chipping,eEawj73IDB4,16,26,train,False
81004,golf chipping,MwBDzRHTQHs,62,72,train,False
125959,golf chipping,ZzJbNSee14o,263,273,train,False
216010,golf chipping,zqYx9rBLvBw,259,269,train,False
178991,golf chipping,ojTpFfzVfDE,0,10,train,False
132792,golf chipping,b0dVvd7oOyM,56,66,train,False
51793,golf chipping,ESlxYvqqr5A,7,17,train,False
124502,golf chipping,ZYigMzxBmpk,11,21,train,False
51521,golf chipping,EO0RvgdcZak,56,66,train,False
51093,golf chipping,EGUWXJHRS_g,119,129,train,False
98221,golf chipping,Rs0xNm7sXq8,19,29,train,False
49133,golf chipping,Di358faIi9I,30,40,train,False
132924,golf chipping,b2wKVviMVZo,33,43,train,False
209771,golf chipping,xx8yKdtwRe0,85,95,train,False
203644,golf chipping,w8go6Ipas7s,1,11,train,False
178568,golf chipping,obwDz1SQlOo,25,35,train,False
214547,golf chipping,zPE3zjTKbiE,245,255,train,False
205966,golf chipping,woIKFVdW31w,20,30,train,False
87408,golf chipping,OlaZaT44kv4,95,105,train,False
112568,golf chipping,W3m199EvfDg,24,34,train,False
210704,golf chipping,yG7watj5fKU,32,42,train,False
188996,golf chipping,rgNbUZhiim8,1,11,train,False
105244,golf chipping,Tvxbmu3OjJg,38,48,train,False
66794,golf chipping,IlElMkAmzUs,14,24,train,False
198503,golf chipping,uYpIO4b7K8k,101,111,train,False
21672,golf chipping,5fp3d2NLJFw,74,84,train,False
7987,golf chipping,1XfGd7ejcew,65,75,train,False
20922,golf chipping,5TR-5Hz24qU,111,121,train,False
139315,golf chipping,cwUsB6OTMbg,57,67,train,False
15343,golf chipping,3lLC_jPehns,52,62,train,False
184607,golf chipping,qQedqPvmVss,8,18,train,False
17174,golf chipping,4KD2nVvC14I,140,150,train,False
35576,golf chipping,9pK_pMDbXjM,33,43,train,False
13072,golf chipping,34BL6XuxbMk,140,150,train,False
101388,golf chipping,SkeMhrq6ugE,14,24,train,False
66558,golf chipping,IgE8x5_GjfQ,24,34,train,False
214505,golf chipping,zOTTHIWAqP8,0,10,train,False
119986,golf chipping,YEaGw-E14z8,86,96,train,False
126620,golf chipping,_AWqgN20fOk,74,84,train,False
56829,golf chipping,FvrFmrIoL6c,58,68,train,False
72139,golf chipping,KMHC1BAIpNo,0,10,train,False
167612,golf chipping,lN382SsJYi4,59,69,train,False
203455,golf chipping,w52Pc2GazDA,68,78,train,False
194363,golf chipping,tH5YOKNJnY4,1,11,train,False
6890,golf chipping,1BmPuA4_AGk,151,161,train,False
120835,golf chipping,YVHtZPfD634,33,43,train,False
162207,golf chipping,jkhwlH-6yvc,17,27,train,False
192809,golf chipping,spZhwmQ2LV8,38,48,train,False
42916,golf chipping,BtkKZcpPCG8,245,255,train,False
14019,golf chipping,3N1GwK8oadI,77,87,train,False
71872,golf chipping,KGU7SY_K6XQ,109,119,train,False
149992,golf chipping,g5y_V_FVISQ,48,58,train,False
16674,golf chipping,4A6K6_84MuE,139,149,train,False
92349,golf chipping,QAhYiL2lApU,183,193,train,False
138751,golf chipping,clnTHSAVYV0,4,14,train,False
177291,golf chipping,oFaos7-VWMc,32,42,train,False
133545,golf chipping,bFPsx7KsGCY,37,47,train,False
54167,headbutting,F9edTrD9GXE,3,13,train,False
198161,headbutting,uRpFzl8xJVQ,1,11,train,False
8978,headbutting,1pUybCoRM24,26,36,train,False
104894,headbutting,Toh8wx_8cCI,6,16,train,False
1555,headbutting,-Yhm6-CawlM,6,16,train,False
167739,headbutting,lPMwi2JPGB4,10,20,train,False
66981,headbutting,Iot_Jjwwtxc,46,56,train,False
107913,headbutting,Ufsir2bXfOY,2,12,train,False
70839,headbutting,JxSpcufiVAg,1,11,train,False
98616,headbutting,RxeNe8-KZQk,47,57,train,False
91867,headbutting,Q1BiSXONp1E,19,29,train,False
102922,headbutting,TDQTu3_5eaA,1,11,train,False
126652,headbutting,_BHEObDz4-s,1,11,train,False
174544,headbutting,nPy2R7RlEcY,12,22,train,False
113203,headbutting,WFdFHfMSGm0,1,11,train,False
122527,headbutting,YzrDXF8DAU0,8,18,train,False
130304,headbutting,aHv8qmkUe4Y,1,11,train,False
104945,headbutting,TpqfDcj-ksw,0,10,train,False
187088,headbutting,r9DKO58L-wc,7,17,train,False
133090,headbutting,b6UKQ7fkqNI,1,11,train,False
143558,headbutting,eD3afQuPrPQ,34,44,train,False
142506,headbutting,dv7ZQxHbAc0,6,16,train,False
61232,headbutting,HAKI1VZsp5Y,11,21,train,False
42979,headbutting,Buv4uRn-fBQ,4,14,train,False
125901,headbutting,Zy5Kuysc5mY,6,16,train,False
87948,headbutting,Oun5MJOKVdY,10,20,train,False
194283,headbutting,tF1a3d-DMNM,5,15,train,False
94710,headbutting,QpT_yK8Cd9Y,334,344,train,False
112693,headbutting,W6Y36NCUX0Q,16,26,train,False
35454,headbutting,9nK9IR327UU,0,10,train,False
2966,headbutting,-zkwKkmcHwY,1,11,train,False
74536,headbutting,L3NW4Qo0bz8,4,14,train,False
70850,headbutting,JxZpKpPfljM,4,14,train,False
32683,headbutting,8zwKldLA5AU,2,12,train,False
120799,headbutting,YUI1u1LySsc,2,12,train,False
160433,headbutting,jBSaGu1Ft_s,0,10,train,False
141730,headbutting,dgwjRb2xqRA,1,11,train,False
206707,headbutting,x0eGvET4Rzw,114,124,train,False
85746,headbutting,OJbIW8ZT1oY,8,18,train,False
106891,headbutting,UOHanaUzjvc,3,13,train,False
211728,headbutting,yZ2cIpf0aLE,3,13,train,False
146491,headbutting,f4IbNJ8Ydqw,1,11,train,False
212053,headbutting,yecktNljZlk,5,15,train,False
95407,headbutting,R1SU3MHv96M,3,13,train,False
137148,headbutting,cH4YR0efBRA,1,11,train,False
11780,headbutting,2hBKjGX3DW8,14,24,train,False
96160,headbutting,RH1dkG0y6R8,2,12,train,False
64992,headbutting,IFpsXc78CY8,17,27,train,False
204158,headbutting,wIOViAgYp8Q,0,10,train,False
85564,headbutting,OGK9iQ0SBvw,2,12,train,False
76083,headbutting,LVjH-oq_8pk,4,14,train,False
137070,headbutting,cFXckXj0AEg,0,10,train,False
1002,headbutting,-NbZ_Adxrf8,3,13,train,False
111016,headbutting,Vc-CcYtvPwY,90,100,train,False
131036,headbutting,aVVzRueL5pY,3,13,train,False
43710,headbutting,C6G8bs6ro1g,9,19,train,False
65258,headbutting,IL-p6P1L-xg,19,29,train,False
23183,headbutting,68T6VDEeB5U,11,21,train,False
117505,headbutting,XXipSZWLxpE,0,10,train,False
80757,headbutting,MrlQvF4I23Q,16,26,train,False
176604,headbutting,o2JSEEumKsc,3,13,train,False
198677,headbutting,ubF7b2kkBeQ,4,14,train,False
36251,headbutting,A06sWiB9YC0,1,11,train,False
145930,headbutting,evR11ojIPLc,1,11,train,False
216266,headbutting,zvPydI8jIeU,3,13,train,False
143146,headbutting,e5pzA-VRlHI,68,78,train,False
202761,headbutting,vraWx7CD-wE,28,38,train,False
183779,headbutting,qAKmmwIzVLE,9,19,train,False
29188,headbutting,7xcKfWSE3EE,2,12,train,False
106840,headbutting,UNjatM5Q5lU,4,14,train,False
144289,headbutting,eRZThOPUD5A,2,12,train,False
124210,headbutting,ZTkfCOdR9IY,2,12,train,False
124049,headbutting,ZRSqSjcirck,0,10,train,False
11596,headbutting,2dkgQovEg_M,29,39,train,False
93407,headbutting,QVJ78EvAXGo,1,11,train,False
126761,headbutting,_DUS8UriiGs,4,14,train,False
209134,headbutting,xl20NOt2GEo,2,12,train,False
74492,headbutting,L2awVXzRBMY,22,32,train,False
184655,headbutting,qRreVD4WfJk,1,11,train,False
195108,headbutting,tWBHD1wgSCY,10,20,train,False
190941,headbutting,sIKM6ZGC6uw,64,74,train,False
163241,headbutting,k3I38qjeVHg,1,11,train,False
148595,headbutting,fhAmNWmeAnc,10,20,train,False
111064,headbutting,Vd-zsQPmXeg,38,48,train,False
27433,headbutting,7RkZhqDqSO0,4,14,train,False
139492,headbutting,czjquiYTdvQ,4,14,train,False
139832,headbutting,d5L4xUne0BQ,0,10,train,False
161767,headbutting,jd44YIsEZFU,3,13,train,False
146865,headbutting,fABoxoBvTBk,4,14,train,False
193582,headbutting,t2g75p22M6o,0,10,train,False
86893,headbutting,OcyZ1Mq76ro,6,16,train,False
57477,headbutting,G6aSbD7Sot4,1,11,train,False
3835,headbutting,0GWzmkR2Tpk,3,13,train,False
118407,headbutting,Xn1ImSVNwFk,0,10,train,False
125992,headbutting,ZzzUiPrTXEc,1,11,train,False
59228,headbutting,GbaeBIJuBmc,1,11,train,False
116644,headbutting,XGwEJ-OWLiw,3,13,train,False
69809,headbutting,JdsTzu-SkQ0,7,17,train,False
9944,headbutting,28GGKYecYcs,3,13,train,False
17105,headbutting,4Ix1UkFHkT8,23,33,train,False
11930,ice climbing,2kPQtJbmbDc,40,50,train,False
153976,ice climbing,hJMqmBV2jIo,4,14,train,False
99555,ice climbing,SDsiJqcrKF0,42,52,train,False
116276,ice climbing,XAVLcapfTkQ,215,225,train,False
130830,ice climbing,aS0ndXV8azM,32,42,train,False
195466,ice climbing,tcQFYwdcUBo,4,14,train,False
62448,ice climbing,HWSaDCJ3U60,125,135,train,False
200612,ice climbing,vCe12Ky34lY,94,104,train,False
152922,ice climbing,gyGeBhVYo5k,29,39,train,False
66054,ice climbing,IXqwlsueL6o,620,630,train,False
155802,ice climbing,hp5Q48ZtWQQ,138,148,train,False
63890,ice climbing,HvLLIBrHvHk,463,473,train,False
154674,ice climbing,hWiwz8nHM_Q,111,121,train,False
174331,ice climbing,nLV8WorsyFo,25,35,train,False
196671,ice climbing,u0H2WvJqrxg,6,16,train,False
65239,ice climbing,IKdeSJbz3Zs,46,56,train,False
73415,ice climbing,Kj13HBdvySc,927,937,train,False
83458,ice climbing,NfqlIOKtLlg,251,261,train,False
187762,ice climbing,rLPHq5aveas,2,12,train,False
49799,ice climbing,DuYGbi7ct0E,8,18,train,False
42299,ice climbing,BiXiRDkACXo,42,52,train,False
53391,ice climbing,Ew2iaUqmr8M,39,49,train,False
141377,ice climbing,d_pIrl1CKjk,134,144,train,False
105110,ice climbing,TsnCx48x7DY,16,26,train,False
203639,ice climbing,w8VWubk2quk,10,20,train,False
75440,ice climbing,LJmdHRfWGnc,35,45,train,False
99081,ice climbing,S5-skYWPHCo,37,47,train,False
163433,ice climbing,k6dHywUzrqw,21,31,train,False
210620,ice climbing,yE1f4aYares,50,60,train,False
110166,ice climbing,VMfu5TgBFw8,423,433,train,False
26904,ice climbing,7HiRoqBznjw,316,326,train,False
31214,ice climbing,8ZWG7MSrubA,450,460,train,False
42771,ice climbing,BqiB9jRT7AY,107,117,train,False
109787,ice climbing,VF7Arq8-0xc,5,15,train,False
151632,ice climbing,gaivpem_CSc,154,164,train,False
185336,ice climbing,qdSFzUQEaOY,26,36,train,False
216037,ice climbing,zr7wijZ1rYs,100,110,train,False
11361,ice climbing,2ZoR8fvSJ7k,114,124,train,False
200934,ice climbing,vIWviSFxkE0,116,126,train,False
105240,ice climbing,Tvp_5y923s0,41,51,train,False
18156,ice climbing,4ckPIbr6AWY,169,179,train,False
50949,ice climbing,EENylnKoz6o,158,168,train,False
214041,ice climbing,zFfJS75zr5g,86,96,train,False
82166,ice climbing,NI0aHO0D4c4,230,240,train,False
107893,ice climbing,UfWiMaQhfos,502,512,train,False
200539,ice climbing,vBVuJ-AUUFM,72,82,train,False
69994,ice climbing,JhTtNi9USUI,7,17,train,False
71924,ice climbing,KHlXiR6JbuE,11,21,train,False
103009,ice climbing,TFHastbZE2U,38,48,train,False
114269,ice climbing,W_I8RiWQQA8,441,451,train,False
151231,ice climbing,gTQ4pGhCoyo,300,310,train,False
131471,ice climbing,acKunJRRFes,258,268,train,False
206753,ice climbing,x1OjWx4PI5Q,196,206,train,False
140410,ice climbing,dGtb9poEk6Y,545,555,train,False
205801,ice climbing,wl5B8SbWYR0,25,35,train,False
88987,ice climbing,PCzwUq7S5WI,331,341,train,False
74757,ice climbing,L7YleaUjPHc,192,202,train,False
6742,ice climbing,199igImOyBY,255,265,train,False
118324,ice climbing,Xlf33o5drEU,44,54,train,False
192407,ice climbing,siB0lPrC8VA,31,41,train,False
112196,ice climbing,VxRUyr04J-o,243,253,train,False
203826,ice climbing,wCVFIAYuZNs,16,26,train,False
58786,ice climbing,GVK6zEa4LVU,102,112,train,False
37333,ice climbing,AKByQgNsg1I,68,78,train,False
190589,ice climbing,sB79okiCbWg,56,66,train,False
106062,ice climbing,U8UKSEcD-L8,91,101,train,False
88150,ice climbing,OyUeQwQZS8g,91,101,train,False
142461,ice climbing,duDwiqRXy60,87,97,train,False
127595,ice climbing,_T6tUb5YvJs,85,95,train,False
76040,ice climbing,LUtkXFVUmxg,134,144,train,False
102772,ice climbing,TASZXS0sMjA,62,72,train,False
154189,ice climbing,hNW4iN1jbMM,48,58,train,False
108528,ice climbing,Urqp902Lcsg,173,183,train,False
97691,ice climbing,Ri0ESk0glJo,5,15,train,False
185957,ice climbing,qp9dylIrPwE,28,38,train,False
100536,ice climbing,SVrh2Yh-6Ts,4,14,train,False
141257,ice climbing,dYPZ2ODnT0E,4,14,train,False
79069,ice climbing,MMDJC1waHUk,77,87,train,False
2475,ice climbing,-pffMaC5Zj8,183,193,train,False
70702,ice climbing,JuOnHH4kqnI,27,37,train,False
120661,ice climbing,YRdIyhl6jSY,1,11,train,False
159969,ice climbing,j3I6nPx-cP0,6,16,train,False
26191,ice climbing,73MDla6Tfog,31,41,train,False
59644,ice climbing,Gj02ieViwoM,155,165,train,False
59257,ice climbing,GcA4q70RxHc,2,12,train,False
75525,ice climbing,LLaP8QVBdss,497,507,train,False
183335,ice climbing,q170mWwR1cs,347,357,train,False
166762,ice climbing,l5pib0y9oPM,1,11,train,False
151599,ice climbing,ga-KUOYL2Ww,1027,1037,train,False
64263,ice climbing,I2FFdhjMTEQ,0,10,train,False
190648,ice climbing,sCSiPnWoyTg,113,123,train,False
28330,ice climbing,7hVjdU473G8,14,24,train,False
83791,ice climbing,NleQBzvzECo,9,19,train,False
160798,ice climbing,jJCNNLUJJH8,23,33,train,False
116750,ice climbing,XIohAL5-BR8,76,86,train,False
162363,ice climbing,jnGmtXyBOKM,88,98,train,False
3809,ice climbing,0G4ivBZu6Dg,64,74,train,False
429,ice climbing,-AetVIjLsmA,20,30,train,False
32966,ice climbing,93t2absHX3g,142,152,train,False
27107,ice climbing,7LaVh59IdL8,169,179,train,False
182672,making snowman,ppeOke9cVN4,97,107,train,False
54108,making snowman,F8bsQfS35Gw,31,41,train,False
3960,making snowman,0JIu8cSMnM0,24,34,train,False
183816,making snowman,qB2ieYq-gqw,25,35,train,False
19874,making snowman,58ergkTyF6s,184,194,train,False
69079,making snowman,JRYCDCRFyi0,409,419,train,False
105657,making snowman,U2YgE8kE2fQ,1,11,train,False
6267,making snowman,10DCXPxKRhc,0,10,train,False
133418,making snowman,bCs98e1_j28,13,23,train,False
45649,making snowman,ChIHlGunL7I,6,16,train,False
142760,making snowman,dzhDwGENCWU,95,105,train,False
201503,making snowman,vTmUsVCsICw,85,95,train,False
115029,making snowman,Wn9l75u14hk,199,209,train,False
139738,making snowman,d3OVB0TGa0I,126,136,train,False
160501,making snowman,jCrO4ZVwwa8,1,11,train,False
41269,making snowman,BRV6YT40tPo,8,18,train,False
22081,making snowman,5nyO8_vyevs,96,106,train,False
191275,making snowman,sOzMcCfIW5Q,2,12,train,False
170110,making snowman,m52TWXgKUx0,57,67,train,False
26855,making snowman,7GYM1BrpbhM,108,118,train,False
113425,making snowman,WJLRLW2djUk,72,82,train,False
177488,making snowman,oJ8thijqwlM,490,500,train,False
113595,making snowman,WMbIrVOoElQ,7,17,train,False
209509,making snowman,xs1ZJ4BtAMw,85,95,train,False
116463,making snowman,XDc5U2x3S4U,9,19,train,False
159853,making snowman,j1G4HmLavr4,317,327,train,False
130963,making snowman,aUCsrPJwwhI,53,63,train,False
138713,making snowman,clI1qHN08KY,1,11,train,False
184370,making snowman,qLeu_k7oWPw,72,82,train,False
200435,making snowman,v9QSJM4ciWE,99,109,train,False
148073,making snowman,fYMzvEfB9hg,60,70,train,False
80029,making snowman,MdKPouD7Gh8,38,48,train,False
113783,making snowman,WQdYcF8TueA,278,288,train,False
189224,making snowman,rkVkq7Gmi_4,0,10,train,False
152190,making snowman,gkxQVdkBzDs,39,49,train,False
168628,making snowman,lelPFwMnNDU,216,226,train,False
16298,making snowman,43AxJ13qcSw,8,18,train,False
207524,making snowman,xE_uJikdblo,43,53,train,False
192861,making snowman,sqa9XnqH03E,63,73,train,False
31274,making snowman,8_yOUM40oNU,35,45,train,False
92914,making snowman,QLDDNBPalKE,5,15,train,False
121128,making snowman,Y_lsyvQiOAs,23,33,train,False
22,making snowman,--wGzXrj0SU,20,30,train,False
46622,making snowman,D-5zjRh0dr8,13,23,train,False
120611,making snowman,YQcoOlv_CDY,14,24,train,False
86935,making snowman,OdavPt-j4jI,13,23,train,False
140764,making snowman,dORKvuznW4U,65,75,train,False
129397,making snowman,a-q7e6zE3So,124,134,train,False
17509,making snowman,4QN8mdqShyg,12,22,train,False
76154,making snowman,LWwUsSx7oQc,94,104,train,False
109706,making snowman,VDauyg1EJpk,80,90,train,False
185845,making snowman,qn4GAmSjKGI,23,33,train,False
145118,making snowman,efmCEJgfl2o,146,156,train,False
198807,making snowman,udj9SCQv-0k,56,66,train,False
2863,making snowman,-xhaZDnP5Nc,29,39,train,False
176242,making snowman,nwIA3b8ENAs,40,50,train,False
169133,making snowman,lnh5A6lgzqo,34,44,train,False
89297,making snowman,PHpAEaYl45s,74,84,train,False
212010,making snowman,ydmVhqdHoHY,111,121,train,False
47637,making snowman,DJ2daiwWfIU,25,35,train,False
132389,making snowman,au3UUGC8HB0,52,62,train,False
166304,making snowman,ky-3me1rsHg,7,17,train,False
3066,making snowman,01QDOZFrXLo,2,12,train,False
132684,making snowman,azX7JS8O-kk,112,122,train,False
128194,making snowman,_cypaEk4KOY,386,396,train,False
66100,making snowman,IYWbccSyiQE,33,43,train,False
77539,making snowman,LwoT7J0T18c,54,64,train,False
163856,making snowman,kEdM8Uozjco,46,56,train,False
128976,making snowman,_ssoMaWOL_o,26,36,train,False
136089,making snowman,bypoGCZ-mX0,4,14,train,False
71533,making snowman,K9aP0iU1JUA,45,55,train,False
40448,making snowman,BBg-tkjwL_o,97,107,train,False
10697,making snowman,2MDDBprILjU,33,43,train,False
66590,making snowman,IgcuKwt2a64,17,27,train,False
52909,making snowman,EmeaosPe-5g,14,24,train,False
120187,making snowman,YIZJI5n2qGo,342,352,train,False
3097,making snowman,01u1xcOD674,32,42,train,False
41540,making snowman,BVsc629YDfo,477,487,train,False
26950,making snowman,7IVefbAP3XI,37,47,train,False
133278,making snowman,bAT_wfsHsI0,396,406,train,False
83951,making snowman,NodB179TDUo,217,227,train,False
46907,making snowman,D4Ai7_aDUn0,41,51,train,False
79512,making snowman,MUk3BblJwWg,91,101,train,False
81372,making snowman,N1v3Hi6cjKo,125,135,train,False
167352,making snowman,lISIAycMaMo,612,622,train,False
58959,making snowman,GYRMd0FAC4Q,28,38,train,False
21400,making snowman,5b5w__S4nUw,6,16,train,False
177511,making snowman,oJh0PqWExcw,67,77,train,False
38923,making snowman,Alfi0C7wEeI,132,142,train,False
69001,making snowman,JQ1ZOFNBL68,64,74,train,False
78599,making snowman,MEKNy050WdA,174,184,train,False
88529,making snowman,P57Br743gLw,7,17,train,False
83874,making snowman,Nnbn-bVYA1k,91,101,train,False
55011,making snowman,FP7qSTiWbsc,15,25,train,False
92237,making snowman,Q8STm8_NgAA,81,91,train,False
180737,making snowman,pE9tXX4yqF0,0,10,train,False
105673,making snowman,U2vtPqtaqMw,420,430,train,False
32433,making snowman,8v3DE1XnvNw,30,40,train,False
9198,making snowman,1tzxeUFqqIM,102,112,train,False
212642,making snowman,yqRhwxtFTJ4,154,164,train,False
68645,massaging legs,JIdyMkc_RpA,209,219,train,False
87570,massaging legs,Oogxxjrhd10,116,126,train,False
156386,massaging legs,i-hJkitjPUQ,149,159,train,False
44047,massaging legs,CCEFYLvLXRE,156,166,train,False
199736,massaging legs,uw0w7FrpFZg,293,303,train,False
125188,massaging legs,ZlZypiGC_Eg,359,369,train,False
52998,massaging legs,EoU4_p5g5Fk,618,628,train,False
189484,massaging legs,rq1ImV968x0,107,117,train,False
186086,massaging legs,qrqeJRDNtBo,205,215,train,False
206788,massaging legs,x1wSaPOjXjo,66,76,train,False
168019,massaging legs,lTxidt0BOFg,462,472,train,False
20508,massaging legs,5LVUKMA2oyw,208,218,train,False
74772,massaging legs,L7q2NtCASIk,668,678,train,False
111931,massaging legs,Vs_m7YhChyo,82,92,train,False
37881,massaging legs,ATxOdlUUs7I,3,13,train,False
104257,massaging legs,TcUckfyZ1Tc,45,55,train,False
45853,massaging legs,CkqxoiIM980,950,960,train,False
80649,massaging legs,Mpl1NyMRy04,69,79,train,False
101739,massaging legs,SrZRnb6s2f4,28,38,train,False
26991,massaging legs,7JR4gDCHvZk,79,89,train,False
72277,massaging legs,KOvvw8rlu8I,322,332,train,False
140353,massaging legs,dG03bydUZGY,7,17,train,False
54829,massaging legs,FKy5tVsxjbs,168,178,train,False
44204,massaging legs,CFQTYOFA2Kg,139,149,train,False
92981,massaging legs,QMfeAxdKtfw,245,255,train,False
208022,massaging legs,xPLRfZisS_k,4,14,train,False
199159,massaging legs,ukjZRGYaKD8,895,905,train,False
211326,massaging legs,yRVIWBiJyUM,69,79,train,False
166182,massaging legs,kvtjpvk7DoU,34,44,train,False
93351,massaging legs,QUADoZ9jRKY,25,35,train,False
78641,massaging legs,MEzJnsWG1L0,509,519,train,False
214232,massaging legs,zJAWHGceem4,67,77,train,False
164566,massaging legs,kRmxR73sHU4,104,114,train,False
139132,massaging legs,cslpFvuY_c0,351,361,train,False
58497,massaging legs,GQ1AZcd_wto,124,134,train,False
41135,massaging legs,BP4GzucR7eE,108,118,train,False
100086,massaging legs,SNqgaQNHLoQ,2,12,train,False
64457,massaging legs,I60hHQUxKac,39,49,train,False
165846,massaging legs,kq6KxYvAh1c,59,69,train,False
42381,massaging legs,BjudlLHTz3c,209,219,train,False
200315,massaging legs,v79e2tNhOMc,470,480,train,False
107129,massaging legs,URES8-7H0yI,184,194,train,False
186018,massaging legs,qqjcxuemB1Q,37,47,train,False
108208,massaging legs,Ulb7RxWBtsE,1978,1988,train,False
197253,massaging legs,uAyj1oxqPgk,92,102,train,False
204114,massaging legs,wHgsNHkJSnM,20,30,train,False
172618,massaging legs,mp5hkrJNdgk,456,466,train,False
41485,massaging legs,BV8cwEiGVy0,362,372,train,False
149609,massaging legs,g-HcuJgpoKU,60,70,train,False
81652,massaging legs,N738R_3e1Ug,119,129,train,False
173043,massaging legs,mwcjtU7lMM0,88,98,train,False
203846,massaging legs,wCx5CYvAxDg,1066,1076,train,False
16954,massaging legs,4FpjE2wlodU,16,26,train,False
122846,massaging legs,Z4eoSq9WWtQ,599,609,train,False
212625,massaging legs,ypuqpAbMkJ4,4,14,train,False
32995,massaging legs,94inIbJ9gFs,62,72,train,False
47432,massaging legs,DESzyuxLxKM,6,16,train,False
57538,massaging legs,G7hT_hMLk80,115,125,train,False
5663,massaging legs,0oyN_FPkYz4,25,35,train,False
184299,massaging legs,qKM5m_0s0IU,309,319,train,False
